post_id,filename,description,likes,comments,views
"2359706304341588950","2020-07-23_2359706304341588950.jpg","This stunning 14k yellow gold 4 marquise cz fan found a forever home in this amazing clients conch. What a beautiful way to accent this area.","40","4","0"
"2359776681583240558","2020-07-23_2359776681583240558.jpg","This awesome client's last name is star... so shooting star triple flat was created. This 4mm genuine Swarovski star cut is nicely accented by the following two 2mm solitaires. Super rad idea for a super awesome client.","72","6","0"
"2360464681220940075","2020-07-24_2360464681220940075.jpg","This fresh helix piercing looks absolutely stunning with this orange fire opal mini arc cluster brought to us by our friends at INDUSTRIAL STRENGTH. Look at all those colors!","47","2","0"
"2361195567465774556","2020-07-25_2361195567465774556.jpg","Check out this simple concept for a helix and flat combo. The helix is a Aurora borealis 5 srone arc accompanied by a 4 stone white opal cluster for a cool look that works really well with one another.","47","6","0"
"2361275777464725445","2020-07-25_2361275777464725445.jpg","This amazing client chose this stunning blue opal cluster for her fresh rook piercing and was absolutely thrilled with the result. Simply stunning!","42","2","0"
"2363378121990200214","2020-07-28_2363378121990200214.jpg","Subtle fresh midway piercing with a 14k yellow gold tri bead threadless end. What a nice addition to this clients ear.","31","2","0"
"2364092843211121129","2020-07-29_2364092843211121129.jpg","This gorgeous 14k yellow gold end left the studio yesterday in this happily healed tragus. Simple stunning with its 4 marquise cut stones set is perfect symmetry.","47","5","0"
"2364186284511274338","2020-07-29_2364186284511274338.jpg","This fresh conch piercing is rocking a 3 stone opal cluster by our friends at @industrialstrength . What a simple way to accent the natural curve of the ear.","35","2","0"
"2365008688353466365","2020-07-31_2365008688353466365.jpg","What an awesome set of second lobal piercings. These fresh piercings are rocking 14k yellow gold threadless sunbursts with 6 1mm genuine Swarovski solitaires with a white opal center.","48","4","0"
"2365510065169281638","2020-07-31_2365510065169281638.jpg","Happy Friday all! What's better than tacos... right? Love how the colors pop in this GRRR tattoo from Invader Zim.","70","6","0"
"2365589049533850335","2020-07-31_2365589049533850335.jpg","You just have to love blue opal. This series of piercings contains an outer helix with a 3 stone blue opal arc cluster and a deep inner helix with a 4mm blue opal cab. An overall unique look for a very awesome client.","40","4","0"
"2368456511258586241","2020-08-04_2368456511258586241.jpg","This fresh titanium surface bar is to a stunning bright blue. What a great way to accent this area.","37","2","0"
"2369307783037485005","2020-08-05_2369307783037485005.jpg","Check out this cool fresh double helix layout. This layout features a 5 stone rainbow opal arc cluster and a 5mm genuine Swarovski solitaire with titanium beaded accents. What a fun and cool way to do these piercings.","83","10","0"
"2369851704659518415","2020-08-06_2369851704659518415.jpg","This client fell in love with this marquise wreath set in solid 14k yellow gold. This wreath contains 3 solid 14k gold platforms with genuine Swarovski marquise solitaires.","48","2","0"
"2370600825942142427","2020-08-07_2370600825942142427.jpg","This fresh rook piercing looks like a flower in Spring. This adornment contains a 5mm white opal flower with a tri-bead cluster underneath for a truly unique flower stem and leaf look.","68","9","0"
"2371315825564268444","2020-08-08_2371315825564268444.jpg","This amazing client chose a mini cluster featuring a 4mm and 1.5mm citrine crystal set in titanium from our friends at @industrialstrength . What a perfect fit for this area.","42","4","0"
"2373472780479131300","2020-08-11_2373472780479131300.jpg","This fresh Tragus piercing had a genuine Swarovski sapphire blue 4mm flower. Perfect fit for an amazing client.","48","2","0"
"2374219155189868643","2020-08-12_2374219155189868643.jpg","This fresh double forward helix piercing is stunning with  4mm and 2mm prong set threadless genuine Swarovski solitaires. Sometimes two is better than three.","108","4","0"
"2374915429400774607","2020-08-13_2374915429400774607.jpg","This fresh conch piercing is a statement all by itself. The jewelry contains 5mm and 3mm genuine Swarovski solitaires with beautifully placed titanium beaded accents. What a stunning way to accent this piercing.","43","2","0"
"2375649488242434926","2020-08-14_2375649488242434926.jpg","Fun little ear project from yesterday. This conch rim and conch combo match perfectly in design. The conch rim has a 5 stone arc cluster and the conch has a 2 stone arc cluster all with elegantly placed titanium beaded accents.","47","8","0"
"2376410344819279478","2020-08-15_2376410344819279478.jpg","When 14k yellow gold is all you wear, 14k yellow gold is what you get. This fresh helix piercing has a solid 14k yellow gold threadless end with an opal solitaire in the center. All the tiny details in this piece make this a truly wonderful addition to any ear.","26","2","0"
"2378559338701962243","2020-08-18_2378559338701962243.jpg","This 7/16 3 stone genuine Swarovski segment ring look just amazing with the beaded accents. What a way to rock this piercing.","61","3","0"
"2379341004370386093","2020-08-19_2379341004370386093.jpg","What more could you want from a daith piercing? This fresh daith piercing has a gorgeous 4mm genuine Swarovski stone surrounded by beautiful titanium bar and beadwork for the perfect fit.","57","6","0"
"2380012846441580843","2020-08-20_2380012846441580843.jpg","This awesome fresh double forward helix was perfect for these titanoum threadless 5mm white opal and 3mm white opal cab combination. What a fitting piece for this clients anatomy.","29","2","0"
"2399668641772909922","2020-09-16_2399668641772909922.jpg","New inventory! The combinations are endless for these threadless ends. Opal and colored @swarovski stones make an absolute stunning array of options.","70","8","0"
"2401034377242111896","2020-09-18_2401034377242111896.jpg","This healed conch piercing got a stwllar upgrade to this solid 14k yellow gold beady cluster with a 5mm oval cut genuine @swarovski crystal. Such a great piece for this awesome client.","53","7","0"
"2405366488825795250","2020-09-24_2405366488825795250.jpg","Check out this conch! What a stunning piece. Set in 14k solid yellow gold this 5mm pear cut genuine @swarovski stone lays elegantly amongst the delicate scalloped gold edging. What a great look for this awesome client.","51","4","0"
"2406231719591297960","2020-09-25_2406231719591297960.jpg","Fabulous Friday! This fresh helix piercing is simply stunning with this 5 stone cascading arc cluster. Alternating black cherry stone and vermillion @swarovski stones sets this cluster apart. What a great piece for an awesome client!","38","3","0"
"2409035714576845241","2020-09-29_2409035714576845241.jpg","Everything that glitters is gold! This fresh tragus piercing is rocking this 14k solid yellow gold threadless end. This piece carries a 3mm baguette and a 2mm solitaire both genuine @swarovski with delicate gold details surrounding.","88","7","0"
"2409922186824780729","2020-10-01_2409922186824780729.jpg","This fresh double helix is just perfectly balanced. The top one has a 4mm tri-bead cluster the lower contains a 4mm genuine @swarovski solitaire with stunning beadwork. Such a cute way to curate a double piercing.","55","4","0"
"2410471668248304082","2020-10-01_2410471668248304082.jpg","The elusive double tragus. This fresh series of piercings contains a solid 14k yellow gold threadless sunburst with a 1.5mm  solitaire and a 2mm threadless solitaire both genuine @swarovski. Such a cool look for a super cool client.","40","2","0"
"2411196665044457873","2020-10-02_2411196665044457873.jpg","This fresh deep conch piercing looks so glamorous with this white gold threadless fan. This end contains 4 3mm genuine @swarovski marquise cut stone set in stunning white gold. What an alluring piece.","47","4","0"
"2411903006088242394","2020-10-03_2411903006088242394.jpg","This flat piercing looks amazing with this 6mm internally threaded end. This flower end contains 6 2mm onyx stones with a stunning genuine @swarovski solitaire in the center for a very classy look.","63","6","0"
"2414165686034442704","2020-10-06_2414165686034442704.jpg","Ladies and gentlemen I am now proudly offering @junipurrjewelry. Meet the Raven, this stunning solid 14k yellow gold ring is perfect in every way. I am in love.","69","5","0"
"2414710797983230000","2020-10-07_2414710797983230000.jpg","Fresh 3rd and 4th hole for this awesome client. Both piercings are rocking a solid 14k yellow gold tri-bead threadless end from our friends at @junipurrjewelry . What a junipurrfect addition to any ear.","75","6","0"
"2419147854566416250","2020-10-13_2419147854566416250.jpg","Fresh double helix from last week. Top is a threadless rainbow opal 5 stone cluster lower is a 4 stone marquise cut genuine @swarovski arc cluster in solid 14k white gold. I just love the way these two piece balance one another.","82","4","0"
"2419866317911143779","2020-10-14_2419866317911143779.jpg","What a great way to start a day. This solid 14k yellow gold flower by our friends at @junipurrjewelry sits perfectly in this fresh flat piercing. Delicate and intricate with a genuine @swarovski crystal in the center.","60","8","0"
"2420652342124131064","2020-10-15_2420652342124131064.jpg","This client fell in love with this junniperfect 14k solid yellow gold bundle of love from our friends at @junipurrjewelry for her fresh midway. The tiny heart details really make this threadless end simply stunning in every way.","52","4","0"
"2421340555336659338","2020-10-16_2421340555336659338.jpg","Meet Juniper the solid 14k yellow gold bee. This awesome client named her bee before it was placed in this fresh lower midway. Brought to us by our friends at @junipurrjewelry the name is fitting and the details are simply adorable, making this piece the bees knees.","51","4","0"
"2424240851675169422","2020-10-20_2424240851675169422.jpg","This fresh triple flat is perfect for this super rad client. Center piece is a solid 14k white gold flower by our friends at @junipurrjewelry and is evenly nestled between 2 genuine @swarovski solitaires. What a simple and elegant way to accent the natural curves of her ear.","69","6","0"
"2425061224032471197","2020-10-21_2425061224032471197.jpg","The devil is in the details with this stunning fresh double forward helix. Done in solid 14k yellow gold, this threadless combination is everything. Brought to us by our friends at @junipurrjewelry, this feather and tribead end combo fits perfectly and had this client smiling for days.","56","7","0"
"2429307909613000091","2020-10-27_2429307909613000091.jpg","Any ""piercer"" that does this piercing isn't professional. Any ""professional piercer"" that offers this piercing doesn't care about your safety or well being and only wants you money. This piercing can cause PERMANENT nerve damage, cause your tongue to split, cause PERMANENT muscle tares, PERMANENT loss of taste and oh so much more. Stop going to ""piercers"" who don't care! This is a wound that your body will not handle well. This has been a piercing service announcment! #stopsnakeeyes #snakeeyespiercing #unsafe #unsafepiercing #dontdoit #crappy #safepiercingsonly","180","19","0"
"2429425196261144098","2020-10-27_2429425196261144098.jpg","This fresh lower helix piercing is killing it with this stunning solid white gold Bundle o' Love from our friends at @junipurrjewelry . What a way to fall in love with your piercings.","61","8","0"
"2432221949620200345","2020-10-31_2432221949620200345.jpg","Great way to finish up last night. This solid 14k yellow gold flower by @junipurrjewelry sits perfectly in this fresh helix piercing. Delicate in the details with a stunning genuine @swarovski crystal in the middle. Perfection at its finest.","54","3","0"
"2434398154922611414","2020-11-03_2434398154922611414.jpg","Guess what just came in. Great for daith piercings. Come check out the new inventory of @elementbodyjewelry with such unique designs you are bound to fall in love with.","34","8","0"
"2435117905726545171","2020-11-04_2435117905726545171.jpg","Fresh daith piercing with one of the new pieces that just landed here at the studio from our friends at @elementbodyjewelry. This extra curvy captive bead ring is a really cool way to accent this piercing.","67","6","0"
"2435824841044396594","2020-11-05_2435824841044396594.jpg","We were able to save this conch piercing last night. So happy she fell in love with this 14k solid yellow gold snake from our friends at @elementbodyjewelry. Original piercing not done by me.","92","6","0"
"2437338622467647823","2020-11-07_2437338622467647823.jpg","What a great way to start the day. Fresh daith piercing with a custom curvy beauty with blue opal accents by our friends at @elementbodyjewelry","50","2","0"
"2441718147376746658","2020-11-13_2441718147376746658.jpg","I recently stocked some stunningly unique pieces by the one and only Stephen at @apex_piercing. Each piece is hand crafted to perfection and completely epic. This fresh conch piercing is holding a niobium curvy snake like switchback ring that this client fell in love with. Keep doing epic things @apex_piercing because we love them.","80","10","0"
"2444613497801448454","2020-11-17_2444613497801448454.jpg","Great way to start the day. Fresh nostril piercing with a solid 14k yellow gold 3mm hammered disc by our friends at @elementbodyjewelry for a touch of shimmer without the sparkle.","102","6","0"
"2445173175333687968","2020-11-18_2445173175333687968.jpg","This client is rocking a stunning niobium custom curvy beauty from our friend at @apex_piercing. This piece of jewelry is held captive by an amethyst stone bead. Other than the amazing look of this jewelry, you should also know it is super light weight and hand polished to perfection.","83","6","0"
"2446717740221156168","2020-11-20_2446717740221156168.jpg","This piercing isn't done by me but was happily upgraded from a tiny little 14g hoop to this stunning multicolored anodized titanium beauty by @apex_piercing. Always one of a kind always extraordinary.","38","3","0"
"2449629931068877748","2020-11-24_2449629931068877748.jpg","Last week I got to do this fun little idea this client had. This fresh conch piercing has a double cluster by @industrialstrength and the outer conch rim has a solid 14k white gold paw print by @junipurrjewelry. What a cute look for an awesome client.","49","4","0"
"2450293574970259237","2020-11-25_2450293574970259237.jpg","Fresh helix piercing i got the pleasure of doing yesterday. This solid 14k rose gold bundle o' love from @junipurrjewelry looks amazing in this clients ear. The details are amazing and perfect for any occasion.","80","7","0"
"2452534093859489180","2020-11-28_2452534093859489180.jpg","This fresh conch piercing is rocking it with a blackened niobium curvy ring from @apex_piercing. Top two piercing also done by me and 2 months into healing.","59","6","0"
"2455355089012218822","2020-12-02_2455355089012218822.jpg","This piece demands a look! Healed orbital piercing with jewelry by @apex_piercing and then realtered to fit this clients specific needs. Niobium ring with a genuine amazonite  bead.","72","3","0"
"2455483581917908504","2020-12-02_2455483581917908504.jpg","Check out the new beautiful line that just landed. Stunning hand polished titanium threadless beauties with genuine @swarovski and synthetic opals in all colors. Great for fresh and healed piercings alike.","60","11","0"
"2456176108652321941","2020-12-03_2456176108652321941.jpg","Fresh helix piercing with a solid 14k yellow gold threadless end from the one and only @junipurrjewelry.","63","5","0"
"2456820872775195515","2020-12-04_2456820872775195515.jpg","Check out this super fancy ear! Happy Sweet 16th birthday! Freah daith with a blackened niobium ring by @apex_piercing  and some gorgeous boujie titanium and genuine @swarovski clusters for her deep helix and 3rd hole.","56","6","0"
"2457591368391134827","2020-12-05_2457591368391134827.jpg","She came in for a jewelry change and simply fell in love with this jewelry. This stunning threadless end by @junipurrjewelry is called the southern belle and is solid 14k yellow gold. What an amazing piece for this highly underestimated spot.","99","15","0"
"2460480413878252767","2020-12-09_2460480413878252767.jpg","Super fun fresh inner helix piercing done with a stunning threadless titanium 3 stone cluster with synthetic opal and genuine @swarovski crystals.","46","2","0"
"2461245026353917717","2020-12-10_2461245026353917717.jpg","Fresh high lobe piercing with a solid 14k white gold Rigel by @junipurrjewelry. A centered synthetic blue opal surrounded by genuine @swarovski crystals with delicate millgrain edging, everything you could possibly want.in high end body jewelry!","39","7","0"
"2461896898690616391","2020-12-11_2461896898690616391.jpg","Fresh daith piercing with a curvy beauty by @apex_piercing. Hand polished blackened niobium with a genuine blue stone bead, makes for a striking color combination. What a classy and super cool piece.","43","7","0"
"2462670838013656044","2020-12-12_2462670838013656044.jpg","Fresh conch piercing on my awesome friend @nichyv. This stunning curvy beauty has a gorgeous adventurine bead with titanium anodized to a pretty golden green for a mermaidy glow. Custom made by @apex_piercing.","42","2","0"
"2464834181726183011","2020-12-15_2464834181726183011.jpg","Super fun triple flat one a client who has been coming to me for years. A center double genuine @swarovski cluster with tiny beaded accents nestled between two titanium tribead clusters. Also got the pleasure of upgrading her daith to a curvy switchback nionbium beauty by @apex_piercing. What a stunning ear project.","71","2","0"
"2465654335452009717","2020-12-16_2465654335452009717.jpg","Fresh conch piercing with a stunning solid 14k white gold threadless tulip from @junipurrjewelry. Delicate and simple, for an overall perfect fit.","82","5","0"
"2467061009131934118","2020-12-18_2467061009131934118.jpg","Let it snow, let it snow, let it snow... and we got alot of it! Check out these stunning snowflakes threadless ends from @junipurrjewelry. Available currently in solid 14k yellow and white gold, these beauties will last you long after the snow is done flying.","33","7","0"
"2475710173453595335","2020-12-30_2475710173453595335.jpg","I love when clients come in with ideas. Fresh triple helix piercing using a 4 stone genuine @swarovski cluster nestled between 2 titanium tribead ends.","58","4","0"
"2477157730557978412","2021-01-01_2477157730557978412.jpg","2020 left with a bang! Fresh daith piercing with a solid 14k white gold KAA ring bu @junipurrjewelry. What a way to end a crazy year.","71","7","0"
"2477910789026401673","2021-01-02_2477910789026401673.jpg","Fresh conch piercing with a stunning tiranium tri stone arc cluster featuring a stunning 5mm faux blue opal nestled between two 4mm genuine @swarovski crystals. Delicate beading accents this cluster for a look that will show you the world.","51","4","0"
"2480071073941880161","2021-01-05_2480071073941880161.jpg","Another gorgeous threadless end by @junipurrjewelry. Fresh tragus piercing with a solid 14k rose end with a 2mm genuine @swarovski crystal in the center. What a nice way to show the moon phases.","84","12","0"
"2480820797829497139","2021-01-06_2480820797829497139.jpg","Don't get the blues this winter! Fresh tragus piercing with a stunning two stone genuine @swarovski cluster in ocean blue by our friends at @industrialstrength.","39","2","0"
"2481425097018464452","2021-01-07_2481425097018464452.jpg","Fresh double forward helix with some stunning genuine @swarovski prong set solitaires set in titanium. This style of piercing is so pretty but super important to have absolutely perfect. Second shot is what many never see.","94","7","0"
"2486627584159547918","2021-01-14_2486627584159547918.jpg","This client came in with some healing issues due to questionable materials. So we upgraded her to a stunning niobium switch back captive bead ring for her daith from @apex_piercing and a stunning solid 14k white gold snowflake from our friends at @junipurrjewelry. This client couldn't have been happier with the results, and is now happily healing.","61","8","0"
"2487363232650972338","2021-01-15_2487363232650972338.jpg","Fresh midway or middle helix with a delicately detailed solid 14k white gold feather by our friends at @junipurrjewelry.","48","5","0"
"2488097128963158132","2021-01-16_2488097128963158132.jpg","Fresh helix piercing with a gorgeous titanium 3 stone arc cluster. A 5mm faux white opal sits between 2 4mm genuine @swarovski crystals with delicate bead accents. What a great fit for this clients ear.","57","5","0"
"2490219567356821149","2021-01-19_2490219567356821149.jpg","What do we do to deserve the pure love of a dog? As chaotic as my day gets he will never understand how this simple derpy moment makes me the happiest human.","71","3","0"
"2490990254409175304","2021-01-20_2490990254409175304.jpg","Introducing the Starfire by our friends at @junipurrjewelry. Somid 14k yellow gold with a genuine @swarovski stone on the center point. This seam ring is hand polished for absolute perfection.","46","4","0"
"2491651998886641741","2021-01-21_2491651998886641741.jpg","Upgraded this healed forward helix to an elegant solid 14k white gold Fernanda threadless end by @junipurrjewelry.","48","3","0"
"2492374639347889778","2021-01-22_2492374639347889778.jpg","Fresh tragus piercing with a threadless solid 14k gold hammered heart by @junipurrjewelry. I am so happy with how detailed this picture is and what a great spot for this textured piece.","56","3","0"
"2495354264025569566","2021-01-26_2495354264025569566.jpg","Healed tragus upgrade to this stunning solid 14k white gold threadless Tauriel by @junipurrjewelry with a stunning genuine @swarovski center stone.","72","9","0"
"2496736970767007881","2021-01-28_2496736970767007881.jpg","Healed conch piercing upgraded to a niobium hammered ended switch back ring by @apex_piercing. Smooth and handpolished for the wearable surface with a beautiful hammered outside.","42","2","0"
"2496821570239344480","2021-01-28_2496821570239344480.jpg","Meet the Andreia! Brilliant and elegant, containing 4 marquise cut stones and 3 1.5mm round solitaires all genuine @swarovski. Available in solid white or yellow 14k gold by our friends @junipurrjewelry","55","3","0"
"2497524244580493684","2021-01-29_2497524244580493684.jpg","Fresh tragus with a solid 14k yellow gold key and fresh double.forward helix with a solid 14k yellow gold Fernanda  and a genuine @swarovski solitaire. Both threadless gold pierces are by our friends at @junipurrjewelry","51","5","0"
"2500314263489735435","2021-02-02_2500314263489735435.jpg","This fresh helix is rocking some serious sparkle. The Andreia threadless end is cast in solid 14k yellow gold and is a jaw dropper. This 7 stone genuine @swarovski cluster has 4 marquise cut stone with 3 solitaires nestled amongst them. @junipurrjewelry for the win for this client.","75","8","0"
"2502550157143710734","2021-02-05_2502550157143710734.jpg","Fresh lower helix piercing done with a solid 14k yellow gold Guardian Moon by @junipurrjewelry. Such a truly stunning piece.","70","7","0"
"2505505767946638361","2021-02-09_2505505767946638361.jpg","BODY GEMS has landed! 
This Sundial has a 1.5mm lavender opal set in solid 14k yellow gold. Great for initial and healed piercings alike.","40","3","0"
"2506200204162989108","2021-02-10_2506200204162989108.jpg","Amazingly detailed solid 14k yellow gold snakey friend from @bodygems for this clients healed conch piercing. It's sssssssssso beautiful!","83","4","0"
"2506884384551078769","2021-02-11_2506884384551078769.jpg","Gorgeous second lobe piercing with a threadless solid 14k yellow gold double millgrain pear with a jade center from @bodygems. Something about the way gold and jade looks makes for some really pretty pieces.","47","4","0"
"2507648435325744933","2021-02-12_2507648435325744933.jpg","Different look for a fresh second and third set on each ear. Set in titanium these blue opal threadless ends do not disappoint. Such a cool look for a super rad client.","44","3","0"
"2510490405966220462","2021-02-16_2510490405966220462.jpg","Fresh tragus piercing with a stunning solid 14k white gold threadless tulip from @junipurrjewelry. What a great piece for an awesome client.","64","4","0"
"2511234163322292081","2021-02-17_2511234163322292081.jpg","This Venemous little creepy crawly found its forever home in this fresh flat piercing. Solid 14k white gold with a ruby and onyx stone combination by @bodygems.","71","7","0"
"2512689855791034633","2021-02-19_2512689855791034633.jpg","Got to do this awesome conch the other day with a solid 14k white gold hammered New Moon by @bodygems. Such a cool piece to accent this area.","55","4","0"
"2513391170246601517","2021-02-20_2513391170246601517.jpg","Fresh conch piercing with a gorgeous solid 14k white gold Andreia from our friends at @junipurrjewelry. They say a picture is worth a thousand words, but pictures due this piece no justice.","68","11","0"
"2515563527249727942","2021-02-23_2515563527249727942.jpg","We made it to the top five for best of 2021. You can vote everyday if you have a minute. Thank you so much for your ongoing support even in the craziest of years. I will forever strive to get and give you the best there is. Stay safe and healthy!

www.timesunion.com/bestof2021

#safepiercing #conchpiercing #cartilagepiercing #bodygems #junipurrjewelry #apex_piercing #neometal #capitaldistrict #capitalregion #518 #albanydoesntsuck #femalepiercer #femaleartist #professionalpiercer #piercing #shoplocal #albanyny #albanymodernbodyart #jeepcrew #neilmedaftercare","32","0","0"
"2516387033189284055","2021-02-24_2516387033189284055.jpg","Check out this awesome little fresh faux rook piercing. This solid 14k white gold end is called Dr. Bloom and is made by our friends at @junipurrjewelry. Such a super rad look for an awesome client.","53","3","0"
"2517933152612443202","2021-02-27_2517933152612443202.jpg","I am just in love with this conch piercing. This mini fancy 4 by our friends at @bodygems is solid 14k yellow gold with 2 mini black opal and 2 mini white opal stones. What a dynamic piece for a super awesome client.","37","6","0"
"2527098760604157087","2021-03-11_2527098760604157087.jpg","Fresh naval piercing from a few weeks back. Look at this absolutely gorgeous titanium and @swarovski piece. What a stunning addition that will be well into healing come Summer.","76","5","0"
"2527923977835166978","2021-03-12_2527923977835166978.jpg","Started this stellar gold ear curration last night. Fresh helix with a 14k gold threadless feather and second lobe with a 14k threadless flower end both by @junipurrjewelry. What a great start to an amazing project.","49","5","0"
"2528612141897641955","2021-03-13_2528612141897641955.jpg","Fresh tragus piercing with a drop dead gorgeous London blue topaz threadless trinity end by the one and only @neometaljewelry with matching hand polished titanium post for optimum healing. I just love this color!","60","8","0"
"2530727594436224502","2021-03-16_2530727594436224502.jpg","Absolutely stunning fresh daith piercing from last week. Done with a 5/16 solid 14k yellow gold clicker ring with 2 genuine @swarovski solitaires and a 4mm pear cut in the center. What a dynamic piece for an awesome client.","63","3","0"
"2532247284996310512","2021-03-18_2532247284996310512.jpg","Check out this jaw dropper! This is the Ilda by @junipurrjewelry. This threadless end has 5 pear cut genuine @swarovski stones set in solid 14k yellow gold. This piece is pure perfection!","67","9","0"
"2532933339609254407","2021-03-19_2532933339609254407.jpg","In honor of the first day of Spring being around the corner, look at this beauty! This solid 14k white gold Sunflower end is so delicately detailed with a stellar onyx stone in the middle. The devil is in the details with this springy piece by our friends at @bodygems.","39","3","0"
"2533653458060738913","2021-03-20_2533653458060738913.jpg","Check out this amazing outer conch piercing. The Ilda set in solid 14k gold by our friends at @junipurrjewelry. What a stunning piece for an amazing client.","50","5","0"
"2535980185600478796","2021-03-23_2535980185600478796.jpg","Fresh tragus piercing on @drizzydrea120 with a gorgeous solid 14k yellow gold threadless end with a stunning genuine @swarovski baguette cut center. What a great combo!","33","2","0"
"2536603439595840060","2021-03-24_2536603439595840060.jpg","Oh this piece touches my sola! Intoducing the Sola set in solid 14k rose gold. This threadless end by @junipurrjewelry contains 3 stunning pear cut genuine @swarovski stone with two solitaires nestled in between. Such an amazing piece. Come check it out in person!","87","6","0"
"2546001613901252102","2021-04-06_2546001613901252102.jpg","Fresh daith piercing done with a slithery 14k white gold Kaa ring from our friends at @junipurrjewelry","72","5","0"
"2546835142952316057","2021-04-07_2546835142952316057.jpg","Ooo lala! What a stellar fresh tragus piercing. This solid 14k yellow gold double millgrain pear by our friends at @junipurrjewelry has a stunning center opal for an overall gorgeous look.","64","6","0"
"2551690550103645939","2021-04-14_2551690550103645939.jpg","This healed conch got an amazing upgrade. Solid 14k gold arc with 7 baguette cut genuine @swarovski stones. I love placing a dramatic piece in this area.","57","3","0"
"2552458663178870377","2021-04-15_2552458663178870377.jpg","Wowee! This healed conch came in for an absolutely stunning upgrade to this solid 14k rose gold Sola by our friends at @junipurrjewelry.","59","3","0"
"2553319473518420047","2021-04-16_2553319473518420047.jpg","New jewelry from @junipurrjewelry arrived today. Introducing the Paget in solid 14k white gold. This piece has a pear cut center with baguette cut accents and a centered reverse pear on top. Stop in and check all the new inventory out!","77","6","0"
"2554011142609947367","2021-04-17_2554011142609947367.jpg","This Vortex end by @bodygems  is out of this world. Solid 14k white gold with a gorgeous sapphire genuine @swarovski center stone. What a great upgrade for this healed tragus piercing.","50","3","0"
"2556114814898580184","2021-04-20_2556114814898580184.jpg","This fresh midway is rocking with this threadless Queen Naveen end from @junipurrjewelry. Solid 14k white gold 5 cascading marquise stones with 4 solitaires all by @swarovski. So glad thus piece found its forever home.","64","5","0"
"2556852063919642615","2021-04-21_2556852063919642615.jpg","Oh my stars! Fresh tragus piercing with this show stopper flower threadless end by @junipurrjewelry. Solid 14k white gold with 6 genuine @swarovski crystals cradling a gorgeous blue opal center. This client said that her eyes couldn't stop looking at this piece and she had to have it. Glad it found its forever home.","75","8","0"
"2561114375186639509","2021-04-27_2561114375186639509.jpg","Unique anatomy alert! Fresh conch piercing with the solid 14k gold threadless Queen Naveen by @junipurrjewelry. Five marquise cut stones decending in a gorgeous fan with 4 solitaires nestled in between. Who needs a title when you have jewelry like this.","109","9","0"
"2563384589345617399","2021-04-30_2563384589345617399.jpg","CUSTOMER APPRECIATION POST! We won best of 2021 tattoo and piercing shop! Huge shout out to all of my clients new and old for your ongoing support! Without you the magic doesn't happen. So super proud and thankful! I will continue to strive to give you the best jewelry and piercing experience!","66","11","0"
"2563428697057413012","2021-04-30_2563428697057413012.jpg","The Paget in solid 14k yellow gold is an exquisite example of balance and elegance! Sure to be a show stopper in a fresh or healed piercing!","56","3","0"
"2564095813246846049","2021-05-01_2564095813246846049.jpg","Got to do this fresh conch piercing with an elegantly hammered solid 14k threadless Willow end from our friends at @junipurrjewelry. Perfectly balanced in every way as nature intended.","53","6","0"
"2572838061077765626","2021-05-13_2572838061077765626.jpg","Super fun fresh triple flat piercing. Solid 14k yellow gold Northern star nestled between two genuine Swarovski solitaires. Great piece for this repeat client.","91","3","0"
"2573553123002392780","2021-05-14_2573553123002392780.jpg","They say that when a koi swims upwards it is good luck. This healed midway is perfect with this stunning solid 14k white gold koi threadless end from @junipurrjewelry. Delicate down to the details, what a great piece for this area.","124","5","0"
"2574303408180148121","2021-05-15_2574303408180148121.jpg","I really have some incredible clients. This client had some lobal piercings done that and rejected out (not by me) had them done again and healed well. This fresh conch features a @apex_piercing switchback ring anodized with a teal to purple fade. We created a something really unique by bringing seamless clickers from her healed lobes and intertwined them for a show stopping look. Perfect placement was Kelly to this look and I am super honored to have been able to do it.","47","3","0"
"2576331458434559745","2021-05-18_2576331458434559745.jpg","So nice she did it twice! Solid 14k yellow gold Queen Naveen threadless end by @junipurrjewelry for this fresh conch piercing. This amazing client is slowly building her ear curration and now has a perfectly matching pair of conch piercings.","80","6","0"
"2577204760233159273","2021-05-19_2577204760233159273.jpg","Super fun fresh helix with a 14k solid yellow gold threadless Koi end from @junipurrjewelry.","56","6","0"
"2577885447370309054","2021-05-20_2577885447370309054.jpg","Fresh double helix with @neometaljewelry. This combo is a great option for pretty without diamonds. Bezel set trinity and 3mm threadless ends with 5/16 posts.","46","3","0"
"2578590552218272604","2021-05-21_2578590552218272604.jpg","Not pierced by me but we definately upgraded it
14k yellow gold Curly Q from @bodygems. Such an awesome addition to an area that is so under appreciated.","34","5","0"
"2579283621947148421","2021-05-22_2579283621947148421.jpg","This solid 14k white gold KAA ring is simply striking! This danger noodle ring is from our friends at @junipurrjewelry. What a great look for this fresh daith.
.
.
.""Sleep safe and sound knowing I am around"" Kaa","62","3","0"
"2582206175536209377","2021-05-26_2582206175536209377.jpg","Happy birthday @daelite527! Solid 14k yellow gold straight razor by @junipurrjewelry for one of my amazing friends who is an awesome barber!","69","4","0"
"2582880937572699131","2021-05-27_2582880937572699131.jpg","Fresh lower helix with a stunningly detailed danger noodle. This solid 14k gold snake friend encompasses 3 emerald colored stones for a dynamic look. There is something about green and gold! Great combination for a great client.","67","7","0"
